from,to,cost
45,27,7693.5
45,28,9087.599609375
45,29,10232.7998046875
45,44,3948.39990234375
45,46,10509.599609375
45,53,10377.7001953125
45,55,8990.099609375
45,64,8394.0
45,65,8723.2998046875
45,78,9522.7998046875
45,79,8436.5
45,85,7109.5
45,92,8201.900390625
45,106,9875.400390625
45,107,8920.2998046875
45,108,7737.7998046875
45,110,8542.2001953125
45,132,7119.2998046875
45,152,5340.2998046875
45,153,10030.2001953125
45,167,9850.400390625
45,171,9050.099609375
45,173,10653.599609375
45,177,10771.2998046875
45,178,5960.60009765625
45,179,7240.2001953125
45,183,10655.599609375
45,201,6906.10009765625
45,202,10486.0
45,203,1879.9000244140625
46,11,9686.400390625
46,18,6342.60009765625
46,21,4127.39990234375
46,35,4689.0
46,50,3837.5
46,55,8031.5
46,66,4734.2001953125
46,92,10663.5
46,105,7298.7001953125
46,106,8916.900390625
46,108,9554.2001953125
46,121,7074.7001953125
46,126,4780.10009765625
46,132,10065.0
46,171,9764.5
46,179,9959.599609375
46,189,3850.10009765625
46,200,5789.7001953125
47,9,5550.60009765625
47,10,6648.0
47,31,7513.0
47,34,7486.39990234375
47,36,9426.900390625
47,40,7964.7001953125
47,41,8530.7998046875
47,43,5976.39990234375
47,52,2612.699951171875
47,60,1625.699951171875
47,63,1592.0999755859375
47,67,8685.7001953125
47,68,9224.7001953125
47,69,6030.5
47,70,6858.89990234375
47,71,9089.599609375
47,72,7316.10009765625
47,73,4240.2001953125
47,75,985.5999755859375
47,76,5981.7001953125
47,77,6167.2998046875
47,81,3257.800048828125
47,82,5175.10009765625
47,83,7963.10009765625
47,84,9899.2998046875
47,86,8166.7001953125
47,87,10760.099609375
47,88,8824.400390625
47,89,6549.7998046875
47,98,9878.400390625
47,99,8830.900390625
47,102,8035.7998046875
47,103,8566.599609375
47,104,5723.89990234375
47,113,7818.5
47,118,7681.7001953125
47,122,7797.2998046875
47,130,7052.0
47,131,4901.60009765625
47,137,1788.5999755859375
47,141,5079.5
47,146,5193.7001953125
47,148,8961.7001953125
47,151,8512.2998046875
47,156,7276.5
47,158,4347.10009765625
47,164,3429.699951171875
47,172,7531.89990234375
47,176,7582.5
47,180,9532.599609375
47,186,9134.2998046875
47,190,6868.5
47,197,8072.7998046875
47,204,7970.0
47,205,9620.900390625
48,1,7592.7001953125
48,2,9412.2001953125
48,3,4057.699951171875
48,4,5773.7001953125
48,5,3196.10009765625
48,6,3225.0
48,7,9512.7998046875
48,12,7825.89990234375
48,15,4531.5
48,16,1502.5
48,17,5473.10009765625
48,23,4490.2998046875
48,28,8932.900390625
48,29,7107.89990234375
48,30,3197.10009765625
48,33,4635.7998046875
48,38,1130.0
48,49,6512.89990234375
48,56,10276.2001953125
48,64,5269.10009765625
48,65,5051.2001953125
48,80,6168.2001953125
48,91,3164.0
48,93,2905.10009765625
48,101,4098.2001953125
48,123,7433.2001953125
48,124,5339.7998046875
48,128,9687.0
48,129,8059.2001953125
48,133,4727.7998046875
48,134,4680.5
48,135,6727.89990234375
48,136,3178.699951171875
48,138,2817.300048828125
48,139,10005.599609375
48,144,4988.7001953125
48,147,8878.7998046875
48,154,9255.7998046875
48,157,8687.7998046875
48,159,10395.099609375
48,160,9107.7001953125
48,161,7547.7001953125
48,162,8178.7001953125
48,165,4241.2001953125
48,166,2269.699951171875
48,170,6568.5
48,174,4953.2998046875
48,177,8308.2998046875
48,183,8320.7001953125
48,184,6427.0
48,187,9612.5
48,188,7042.5
48,191,6351.89990234375
48,192,4666.0
48,193,7598.2001953125
48,195,6613.10009765625
48,196,2213.800048828125
48,198,9964.2998046875
49,1,4755.7998046875
49,2,6960.7998046875
49,3,8258.400390625
49,4,7914.0
49,7,7254.5
49,11,8600.0
49,12,8010.7998046875
49,13,7881.0
49,15,7681.2998046875
49,16,9636.7998046875
49,17,7830.39990234375
49,24,6802.10009765625
49,25,8334.7998046875
49,27,8419.5
49,28,6674.60009765625
49,30,8140.0
49,33,8420.400390625
49,38,9264.2998046875
49,45,9861.099609375
49,48,8134.2998046875
49,51,6373.2998046875
49,53,7297.2998046875
49,55,9503.0
49,56,5414.39990234375
49,58,7019.5
49,62,8566.5
49,64,9508.7001953125
49,65,9664.5
49,78,7689.2998046875
49,79,9162.5
49,80,7641.60009765625
49,85,7835.5
49,92,9577.099609375
49,93,9592.900390625
49,94,9846.400390625
49,95,6949.2001953125
49,97,8541.099609375
49,101,7924.39990234375
49,107,8234.0
49,108,8471.599609375
49,109,4684.5
49,110,9276.099609375
49,112,8055.0
49,114,7229.2001953125
49,120,7589.7001953125
49,123,4450.0
49,125,8138.7998046875
49,127,9217.099609375
49,128,8400.7001953125
49,129,1546.300048828125
49,132,8982.5
49,133,8554.099609375
49,135,5987.5
49,136,9953.599609375
49,138,9743.7001953125
49,139,3871.800048828125
49,142,9756.7998046875
49,143,8817.900390625
49,144,8773.2001953125
49,147,2365.89990234375
49,153,9343.7998046875
49,154,7969.5
49,155,8310.900390625
49,157,8711.400390625
49,159,8698.2001953125
49,160,8243.400390625
49,161,7999.60009765625
49,162,8202.2001953125
49,163,9197.5
49,166,9178.2998046875
49,167,8491.7998046875
49,168,7425.2001953125
49,169,7482.60009765625
49,170,6886.10009765625
49,171,7112.10009765625
49,173,7530.5
49,177,5471.39990234375
49,179,7841.0
49,183,5209.60009765625
49,184,6593.2998046875
49,187,8748.2001953125
49,188,7494.2998046875
49,191,7812.60009765625
49,192,7822.0
49,193,8308.2998046875
49,195,8086.39990234375
49,196,9122.400390625
49,198,8677.900390625
49,201,9690.099609375
49,202,8577.2998046875
49,206,8941.5
50,18,2505.10009765625
50,21,289.8999938964844
50,35,2733.800048828125
50,55,9926.900390625
50,66,6629.60009765625
50,105,9194.099609375
50,121,8778.400390625
50,126,6483.7998046875
50,189,5553.7998046875
50,200,1952.0999755859375
51,0,5950.39990234375
51,1,10186.400390625
51,11,9800.2998046875
51,13,3719.199951171875
51,20,10855.2001953125
51,22,10045.5
51,24,5124.10009765625
51,25,7583.60009765625
51,36,10527.7998046875
51,37,6243.0
51,42,4208.7001953125
51,53,6328.39990234375
51,54,6457.39990234375
51,55,9640.0
51,58,5822.0
51,61,9477.5
51,62,6901.89990234375
51,67,9786.599609375
51,85,10017.400390625
51,92,10777.5
51,95,5173.10009765625
51,108,9672.0
51,110,10676.2998046875
51,111,7301.5
51,112,1681.5999755859375
51,114,6031.7001953125
51,115,8230.2998046875
51,116,6066.39990234375
51,117,8272.099609375
51,118,10160.0
51,120,6838.60009765625
51,125,4466.7998046875
51,129,9493.2998046875
51,132,9580.7998046875
51,139,8827.099609375
51,140,6707.10009765625
51,142,5595.0
51,143,4656.10009765625
51,145,6883.60009765625
51,167,8382.099609375
51,168,5927.60009765625
51,169,5144.0
51,171,7425.7001953125
51,173,7098.60009765625
51,179,9241.2998046875
51,190,10021.2001953125
51,194,4946.7001953125
51,199,6651.89990234375
51,202,9055.7998046875
52,0,8907.2998046875
52,9,9672.2001953125
52,10,4430.5
52,19,10182.599609375
52,20,8558.5
52,22,7748.7001953125
52,31,5341.89990234375
52,32,9815.7998046875
52,36,6814.10009765625
52,40,5757.0
52,43,9850.7998046875
52,47,4121.39990234375
52,60,5747.2001953125
52,61,9796.099609375
52,63,5713.60009765625
52,67,6072.89990234375
52,68,6611.89990234375
52,69,3417.699951171875
52,70,4246.10009765625
52,71,6613.7998046875
52,72,4874.2998046875
52,73,1627.4000244140625
52,75,5107.10009765625
52,76,10103.2001953125
52,77,10254.900390625
52,81,7379.2998046875
52,82,9296.599609375
52,83,6986.2001953125
52,89,10637.400390625
52,96,10533.0
52,98,7265.60009765625
52,99,7193.0
52,102,5423.0
52,103,5953.7998046875
52,104,9845.400390625
52,113,5348.60009765625
52,115,8274.099609375
52,117,8590.7001953125
52,118,5068.89990234375
52,122,5642.60009765625
52,131,9023.099609375
52,137,5910.10009765625
52,140,9863.599609375
52,141,2466.699951171875
52,142,10383.599609375
52,145,9840.5
52,146,9315.2001953125
52,149,9277.900390625
52,156,5068.7998046875
52,158,8468.599609375
52,164,816.9000244140625
52,175,7849.10009765625
52,176,5411.39990234375
52,190,4426.7001953125
52,199,9808.400390625
52,205,7145.10009765625
53,0,6433.10009765625
53,1,7284.7001953125
53,2,8636.0
53,7,8668.7998046875
53,11,6650.39990234375
53,13,3437.300048828125
53,20,10913.2998046875
53,22,10103.5
53,24,3962.60009765625
53,25,5082.89990234375
53,27,7477.2998046875
53,28,9203.5
53,37,5961.10009765625
53,42,5847.5
53,45,8086.2998046875
53,46,8458.7001953125
53,49,8139.60009765625
53,51,5377.7001953125
53,54,6175.60009765625
53,55,6741.0
53,56,8962.599609375
53,58,2575.800048828125
53,61,9958.099609375
53,62,1707.0999755859375
53,78,9364.599609375
53,79,8220.2001953125
53,85,6893.2998046875
53,92,7627.5
53,95,2672.39990234375
53,106,7626.39990234375
53,107,9648.2998046875
53,108,6522.0
53,109,7687.2998046875
53,110,7514.2998046875
53,111,7019.7001953125
53,112,3633.39990234375
53,114,2785.5
53,115,8713.0
53,116,5784.5
53,117,8752.7001953125
53,120,4337.89990234375
53,123,8185.7998046875
53,125,1966.0999755859375
53,129,6591.5
53,132,6418.7998046875
53,135,9592.599609375
53,139,6326.5
53,140,7183.39990234375
53,142,5313.10009765625
53,143,4374.2001953125
53,145,7366.39990234375
53,147,7411.2001953125
53,153,10758.099609375
53,167,5411.0
53,168,2777.39990234375
53,169,2242.300048828125
53,171,4263.7998046875
53,173,3936.699951171875
53,177,8000.2001953125
53,179,6079.2998046875
53,183,7738.5
53,194,6111.2998046875
53,199,7128.10009765625
53,202,5893.7998046875
53,203,9966.7001953125
54,0,8339.7998046875
54,1,8259.599609375
54,2,9610.900390625
54,7,9643.7001953125
54,11,7681.7001953125
54,13,5343.89990234375
54,24,2217.60009765625
54,25,4677.7001953125
54,27,8448.900390625
54,28,10178.400390625
54,37,214.39999389648438
54,42,1302.199951171875
54,45,9057.900390625
54,46,9533.099609375
54,49,9114.5
54,51,5530.89990234375
54,53,4297.10009765625
54,55,7815.39990234375
54,56,8557.400390625
54,58,4482.39990234375
54,62,4823.0
54,78,10339.5
54,79,9191.900390625
54,85,7864.89990234375
54,92,8658.7998046875
54,95,2267.199951171875
54,106,8700.7998046875
54,107,10623.2001953125
54,108,7553.2998046875
54,109,7759.0
54,110,8485.900390625
54,111,843.9000244140625
54,112,5540.0
54,114,4692.10009765625
54,115,10619.599609375
54,116,7691.10009765625
54,117,10659.2998046875
54,120,3932.699951171875
54,123,8585.400390625
54,125,1561.0
54,129,7302.39990234375
54,132,7390.39990234375
54,135,9187.400390625
54,139,5921.2998046875
54,140,9090.0
54,142,7219.7001953125
54,143,6280.7998046875
54,145,9273.0
54,147,8122.10009765625
54,154,10822.5
54,155,10805.400390625
54,167,6471.39990234375
54,168,3681.60009765625
54,169,2898.10009765625
54,170,10437.0
54,171,5235.39990234375
54,173,4908.2998046875
54,177,8975.2001953125
54,179,7050.89990234375
54,183,8713.400390625
54,184,10294.599609375
54,194,7481.5
54,199,9034.7001953125
54,202,6865.39990234375
55,1,6479.5
55,2,4989.89990234375
55,7,4787.0
55,11,1654.800048828125
55,13,8271.5
55,18,10544.5
55,21,9067.2001953125
55,24,8344.900390625
55,25,8766.7998046875
55,27,3091.89990234375
55,28,6084.2001953125
55,30,9946.599609375
55,35,9628.7001953125
55,44,7529.2001953125
55,45,3580.300048828125
55,46,4939.7001953125
55,49,7328.39990234375
55,50,8777.2001953125
55,51,7916.10009765625
55,53,4834.10009765625
55,58,7410.0
55,62,6541.39990234375
55,64,8859.099609375
55,65,9014.7998046875
55,66,9673.900390625
55,78,5718.39990234375
55,79,3834.89990234375
55,85,2507.89990234375
55,92,2632.0
55,95,7506.7001953125
55,106,885.2999877929688
55,107,5766.5
55,108,1522.5999755859375
55,109,9440.900390625
55,110,2998.60009765625
55,112,8467.599609375
55,114,7619.7001953125
55,120,8021.7001953125
55,123,7828.7001953125
55,125,6800.39990234375
55,126,9619.400390625
55,129,7619.10009765625
55,132,2033.5
55,135,9132.400390625
55,139,8668.099609375
55,142,10147.2998046875
55,143,9208.5
55,147,8438.7001953125
55,152,8921.099609375
55,153,6876.39990234375
55,167,4306.7998046875
55,168,5592.2001953125
55,169,6591.2001953125
55,170,9875.2998046875
55,171,3819.800048828125
55,173,5110.0
55,177,7195.10009765625
55,178,9541.400390625
55,179,1928.0999755859375
55,183,6927.2998046875
55,189,8789.7998046875
55,201,7222.7001953125
55,202,5255.7001953125
55,203,5460.7001953125
56,1,6198.5
56,2,8703.2001953125
56,3,7185.2998046875
56,4,8809.2001953125
56,5,6323.7001953125
56,6,6352.7001953125
56,7,8704.900390625
56,15,7659.2001953125
56,16,4630.10009765625
56,17,8600.7998046875
56,23,5375.39990234375
56,28,8125.0
56,29,6963.60009765625
56,30,3220.89990234375
56,33,7763.5
56,38,4257.7001953125
56,48,3127.699951171875
56,49,4850.2001953125
56,64,5124.7998046875
56,65,4803.5
56,78,9431.7001953125
56,80,9128.0
56,91,6291.60009765625
56,93,6032.7998046875
56,101,3005.300048828125
56,107,9684.400390625
56,109,9534.7998046875
56,123,5770.60009765625
56,124,6873.10009765625
56,129,6396.60009765625
56,133,3635.0
56,134,5321.5
56,135,5065.2001953125
56,136,6306.39990234375
56,138,5945.0
56,139,8665.099609375
56,144,8116.2998046875
56,147,7216.2001953125
56,153,10794.2001953125
56,165,5126.2001953125
56,166,4171.7001953125
56,170,1879.5
56,174,7099.0
56,177,6914.10009765625
56,183,6898.2001953125
56,184,7140.5
56,188,10002.2001953125
56,191,9299.0
56,192,7793.7001953125
56,195,9572.7998046875
56,196,4115.7998046875
57,0,6525.7001953125
57,10,5333.2001953125
57,12,9843.7001953125
57,13,9275.2998046875
57,19,4398.7998046875
57,20,2827.699951171875
57,22,2017.9000244140625
57,31,7370.89990234375
57,32,4085.0
57,36,5487.2001953125
57,37,8230.599609375
57,39,5212.2998046875
57,40,7220.0
57,42,9747.400390625
57,47,8349.599609375
57,54,8445.0
57,60,9975.400390625
57,61,7760.2001953125
57,63,9941.7001953125
57,67,4746.0
57,68,2569.5
57,69,7645.7998046875
57,70,7753.2998046875
57,71,3201.5
57,72,4350.5
57,73,9329.5
57,74,6143.10009765625
57,75,9335.2001953125
57,83,9949.599609375
57,94,6925.10009765625
57,96,4790.5
57,97,7010.10009765625
57,98,3223.199951171875
57,99,10125.7001953125
57,102,4597.7998046875
57,103,2812.5
57,111,9289.099609375
57,113,5977.7001953125
57,115,6184.60009765625
57,116,8466.900390625
57,117,6554.7998046875
57,118,4732.2001953125
57,119,6508.60009765625
57,122,8791.5
57,125,10006.2001953125
57,127,6174.39990234375
57,128,8378.7998046875
57,137,10138.2001953125
57,140,7385.2998046875
57,141,6694.89990234375
57,142,7582.5
57,143,10212.2001953125
57,145,7458.89990234375
57,154,7947.60009765625
57,155,6601.5
57,156,6348.39990234375
57,157,10012.400390625
57,159,7175.39990234375
57,160,8310.2998046875
57,162,9503.2998046875
57,163,7674.7001953125
57,164,8518.900390625
57,175,1504.0999755859375
57,176,7713.60009765625
57,187,8815.099609375
57,188,10256.400390625
57,190,3903.0
57,194,10170.5
57,198,8656.0
57,199,7330.10009765625
57,205,3732.800048828125
57,206,5898.7998046875
58,0,3857.300048828125
58,10,9038.7001953125
58,13,861.5
58,19,9608.400390625
58,20,8337.400390625
58,22,7527.60009765625
58,24,5817.60009765625
58,25,8277.7001953125
58,32,9594.7998046875
58,36,8432.5
58,37,3385.300048828125
58,39,10421.7998046875
58,40,10880.0
58,42,4902.2001953125
58,51,9130.7998046875
58,53,7897.0
58,54,3599.699951171875
58,61,7382.2001953125
58,62,8423.0
58,67,7691.2998046875
58,68,8671.400390625
58,71,8682.2001953125
58,72,8071.60009765625
58,95,5867.2001953125
58,96,10000.0
58,98,9325.099609375
58,102,9150.2001953125
58,103,8424.5
58,111,4443.7998046875
58,112,9139.900390625
58,113,9698.7998046875
58,114,209.6999969482422
58,115,6137.2001953125
58,116,3208.699951171875
58,117,6176.7998046875
58,118,8137.60009765625
58,120,7532.7001953125
58,125,5160.89990234375
58,139,9521.2001953125
58,140,4607.5
58,141,10415.900390625
58,142,2737.300048828125
58,143,1798.4000244140625
58,145,4790.5
58,156,10020.7998046875
58,167,10071.400390625
58,168,7281.60009765625
58,169,6498.0
58,171,8835.2998046875
58,173,8508.2001953125
58,175,8278.099609375
58,179,10650.900390625
58,190,7998.7998046875
58,194,8176.7998046875
58,199,4552.2998046875
58,202,10465.400390625
58,205,9213.5
59,8,1056.699951171875
59,9,6453.7001953125
59,14,2521.5
59,34,6564.0
59,41,8776.400390625
59,43,6472.39990234375
59,60,10358.400390625
59,63,10324.7998046875
59,76,7933.7001953125
59,77,5071.89990234375
59,81,8597.0
59,82,7127.10009765625
59,83,10425.2998046875
59,84,4724.89990234375
59,86,9076.5
59,87,9526.400390625
59,88,3650.10009765625
59,89,5627.39990234375
59,100,10161.2001953125
59,104,9415.900390625
59,130,5956.60009765625
59,131,10240.7998046875
59,137,10370.099609375
59,146,6103.39990234375
59,148,8134.89990234375
59,149,10536.2998046875
59,151,2990.10009765625
59,158,9686.2998046875
59,172,8441.599609375
59,180,8725.400390625
59,181,9917.2001953125
59,182,3839.300048828125
59,185,1225.9000244140625
59,186,4840.39990234375
59,197,8318.400390625
59,204,7973.2998046875
60,9,3924.89990234375
60,10,8208.2001953125
60,14,8753.2998046875
60,31,8963.599609375
60,34,5860.7001953125
60,40,9484.2001953125
60,41,6905.10009765625
60,43,4526.10009765625
60,47,5034.39990234375
60,52,4308.7001953125
60,63,3471.0
60,69,7726.39990234375
60,70,8554.900390625
60,72,9015.599609375
60,73,5936.2001953125
60,75,6020.0
60,76,4356.0
60,77,4541.5
60,81,1632.0999755859375
60,82,3549.39990234375
60,83,9407.2001953125
60,84,8273.5
60,86,6541.0
60,87,9134.2998046875
60,88,7198.7001953125
60,89,4924.0
60,99,10274.900390625
60,100,9769.2001953125
60,102,9731.7998046875
60,103,10262.5
60,104,4098.2001953125
60,113,9378.599609375
60,118,9377.7001953125
60,122,9247.900390625
60,130,5426.2998046875
60,131,3275.89990234375
60,137,3484.5
60,141,6775.5
60,146,3567.89990234375
60,148,7335.89990234375
60,151,6886.60009765625
60,156,8796.0
60,158,2721.39990234375
60,164,5125.60009765625
60,172,5906.10009765625
60,176,9033.099609375
60,180,7906.7998046875
60,181,9522.099609375
60,182,9616.5
60,186,7508.60009765625
60,190,8568.0
60,197,6447.10009765625
60,204,6344.2001953125
61,0,9671.400390625
61,9,10239.099609375
61,10,4997.5
61,20,9322.5
61,22,8512.7001953125
61,31,5908.7998046875
61,32,10579.7998046875
61,36,7578.10009765625
61,40,6324.0
61,47,4688.39990234375
61,52,7301.2001953125
61,60,6314.2001953125
61,63,6280.5
61,67,6837.0
61,68,7376.0
61,69,3984.60009765625
61,70,5010.2001953125
61,71,7377.89990234375
61,72,689.4000244140625
61,73,5668.2998046875
61,75,5674.10009765625
61,81,7946.2998046875
61,82,9863.599609375
61,83,7553.2001953125
61,98,8029.7001953125
61,99,7759.89990234375
61,102,6187.10009765625
61,103,6717.7998046875
61,113,2316.5
61,115,9038.2001953125
61,117,9354.7998046875
61,118,5833.0
61,122,6209.5
61,131,9590.099609375
61,137,6477.0
61,141,3033.699951171875
61,146,9882.099609375
61,149,9844.7998046875
61,156,5635.7998046875
61,158,9035.599609375
61,164,4857.7001953125
61,175,8613.2001953125
61,176,5978.2998046875
61,190,5173.5
61,205,7909.2001953125
62,0,4744.10009765625
62,10,9925.5
62,13,1748.300048828125
62,20,9224.2001953125
62,22,8414.400390625
62,24,6704.2998046875
62,25,9164.5
62,32,10481.599609375
62,36,9319.2998046875
62,37,4272.10009765625
62,42,5789.0
62,51,10017.599609375
62,53,8783.7998046875
62,54,4486.5
62,58,886.7000122070312
62,61,8269.0
62,67,8578.099609375
62,68,9558.2001953125
62,71,9569.0
62,72,8958.400390625
62,95,6754.0
62,98,10211.900390625
62,102,10037.0
62,103,9311.2998046875
62,111,5330.60009765625
62,112,10026.7001953125
62,114,1096.4000244140625
62,115,7024.0
62,116,4095.5
62,117,7063.60009765625
62,118,9024.400390625
62,120,8419.5
62,125,6047.7001953125
62,139,10408.0
62,140,5494.2998046875
62,142,3624.0
62,143,2685.199951171875
62,145,5677.2998046875
62,168,8168.39990234375
62,169,7384.7998046875
62,171,9722.099609375
62,173,9395.0
62,175,9164.900390625
62,190,8885.599609375
62,194,9063.599609375
62,199,5439.10009765625
62,205,10100.2998046875
63,9,3958.5
63,10,8241.7998046875
63,14,8786.900390625
63,31,8997.2001953125
63,34,5894.2998046875
63,40,9517.7998046875
63,41,6938.60009765625
63,43,4559.7001953125
63,47,5068.0
63,52,4342.2001953125
63,60,33.5
63,69,7760.0
63,70,8588.5
63,72,9049.099609375
63,73,5969.7998046875
63,75,6053.60009765625
63,76,4389.60009765625
63,77,4575.10009765625
63,81,1665.699951171875
63,82,3582.89990234375
63,83,9440.7001953125
63,84,8307.099609375
63,86,6574.5
63,87,9167.900390625
63,88,7232.2001953125
63,89,4957.60009765625
63,99,10308.5
63,100,9802.7001953125
63,102,9765.400390625
63,103,10296.099609375
63,104,4131.7998046875
63,113,9412.2001953125
63,118,9411.2998046875
63,122,9281.5
63,130,5459.7998046875
63,131,3309.39990234375
63,137,3518.10009765625
63,141,6809.0
63,146,3601.5
63,148,7369.5
63,151,6920.2001953125
63,156,8829.599609375
63,158,2754.89990234375
63,164,5159.2001953125
63,172,5939.7001953125
63,176,9066.7001953125
63,180,7940.39990234375
63,181,9555.7001953125
63,182,9650.0
63,186,7542.2001953125
63,190,8601.599609375
63,197,6480.7001953125
63,204,6377.7998046875
64,1,6484.7001953125
64,2,8304.2001953125
64,3,7361.10009765625
64,4,9077.099609375
64,5,6499.5
64,6,6528.39990234375
64,7,8404.7998046875
64,11,10915.099609375
64,12,11129.2998046875
64,15,7834.89990234375
64,16,4805.89990234375
64,17,8776.5
64,23,4969.7001953125
64,27,10943.7001953125
64,28,7824.89990234375
64,29,1838.5
64,30,3049.39990234375
64,33,7939.2001953125
64,38,4433.39990234375
64,45,11895.2998046875
64,48,3303.39990234375
64,49,6288.2001953125
64,56,10432.599609375
64,65,4117.2998046875
64,78,9032.7001953125
64,80,9471.599609375
64,85,10359.7001953125
64,91,6467.39990234375
64,92,11892.2998046875
64,93,6208.5
64,101,3873.5
64,107,9384.2998046875
64,108,10977.099609375
64,109,10972.7998046875
64,123,7208.5
64,124,6467.5
64,129,7834.5
64,133,4503.10009765625
64,134,3090.60009765625
64,135,6503.2001953125
64,136,6482.10009765625
64,138,6120.7001953125
64,139,10160.0
64,144,8292.099609375
64,147,8654.099609375
64,153,10494.2001953125
64,161,10851.099609375
64,165,4720.60009765625
64,166,4347.39990234375
64,170,6700.39990234375
64,174,6693.39990234375
64,177,7200.2998046875
64,179,10621.0
64,183,7212.7001953125
64,184,8637.400390625
64,188,10345.900390625
64,191,9655.2998046875
64,192,7969.39990234375
64,193,10901.599609375
64,195,9916.5
64,196,4291.5
64,201,10840.5
65,1,8398.7998046875
65,2,7137.39990234375
65,3,10389.2001953125
65,5,9527.5
65,6,9365.400390625
65,7,6827.10009765625
65,11,9337.400390625
65,15,10863.0
65,16,7810.60009765625
65,23,7633.0
65,27,9366.0
65,28,7430.7001953125
65,29,4866.5
65,30,6061.89990234375
65,33,10967.2998046875
65,38,7461.5
65,44,8723.7001953125
65,45,10317.599609375
65,48,6331.5
65,49,9316.2998046875
65,55,11102.7001953125
65,64,3027.800048828125
65,78,7865.89990234375
65,79,10109.0
65,85,8782.0
65,91,9257.0
65,92,10314.599609375
65,93,9236.599609375
65,101,6901.5
65,107,7806.60009765625
65,108,9399.400390625
65,110,10478.2998046875
65,123,9661.5
65,124,8758.7998046875
65,129,10298.400390625
65,132,9910.2001953125
65,133,7531.2001953125
65,134,6118.7001953125
65,135,9531.2998046875
65,136,9510.2001953125
65,138,9148.7998046875
65,144,11320.2001953125
65,147,11118.0
65,152,10115.599609375
65,153,8916.5
65,165,7383.89990234375
65,166,7375.5
65,167,11627.0
65,170,9728.400390625
65,171,10531.7998046875
65,174,9076.900390625
65,177,9114.400390625
65,178,10735.900390625
65,179,9043.2998046875
65,183,8998.7001953125
65,192,10997.5
65,196,7319.60009765625
65,201,9262.7998046875
66,1,9776.900390625
66,2,8287.2998046875
66,7,8084.39990234375
66,11,4952.2001953125
66,13,10215.7001953125
66,21,9151.2998046875
66,27,6389.2998046875
66,28,9381.599609375
66,35,9712.7998046875
66,44,10826.599609375
66,45,6877.7001953125
66,46,5023.7998046875
66,50,8861.2998046875
66,53,6778.2001953125
66,55,3297.300048828125
66,58,9354.099609375
66,62,8485.5
66,78,9015.7998046875
66,79,7132.2998046875
66,85,5805.2998046875
66,92,5929.39990234375
66,95,9450.7998046875
66,105,2564.5
66,106,4182.7001953125
66,107,9063.900390625
66,108,4820.10009765625
66,110,6296.0
66,114,9563.7998046875
66,125,8744.5
66,126,9505.2998046875
66,132,5330.89990234375
66,153,10173.7998046875
66,167,6250.89990234375
66,168,7536.2998046875
66,169,8666.599609375
66,171,5155.7001953125
66,173,7054.10009765625
66,177,10492.5
66,179,5225.5
66,189,8873.900390625
66,202,6591.60009765625
66,203,8758.099609375
67,0,2834.199951171875
67,10,7467.60009765625
67,13,6003.2001953125
67,19,8263.599609375
67,20,6992.7001953125
67,22,6182.89990234375
67,24,7390.7001953125
67,25,9850.900390625
67,31,9472.2001953125
67,32,8250.099609375
67,36,741.2000122070312
67,37,4958.5
67,39,9077.099609375
67,40,9308.900390625
67,42,6475.2998046875
67,47,10499.5
67,51,10704.0
67,53,9470.2001953125
67,54,5172.89990234375
67,57,9394.900390625
67,58,9655.5
67,61,5811.10009765625
67,62,9996.2001953125
67,68,7326.7001953125
67,69,9795.7001953125
67,70,9842.2001953125
67,71,7337.5
67,72,6500.5
67,74,10007.900390625
67,94,10789.900390625
67,95,7440.39990234375
67,96,8655.2998046875
67,97,10874.900390625
67,98,7980.39990234375
67,102,7421.0
67,103,7079.7998046875
67,111,6017.0
67,112,10713.099609375
67,113,8127.7001953125
67,114,9865.2001953125
67,115,2201.0
67,116,5255.39990234375
67,117,4605.7001953125
67,118,6408.39990234375
67,119,10373.400390625
67,120,9105.7998046875
67,122,10736.599609375
67,125,6734.10009765625
67,127,10039.2001953125
67,139,11094.400390625
67,140,3790.5
67,141,8844.7998046875
67,142,4310.39990234375
67,143,6940.2001953125
67,145,3767.39990234375
67,155,10466.2998046875
67,156,8449.7001953125
67,159,11040.2001953125
67,164,10668.7998046875
67,168,8854.7998046875
67,169,8071.2001953125
67,171,10408.5
67,173,10081.400390625
67,175,6933.39990234375
67,176,9801.7998046875
67,190,6269.60009765625
67,194,7149.2001953125
67,199,3735.300048828125
67,205,7868.7998046875
67,206,9763.599609375
68,0,5705.2998046875
68,10,6041.10009765625
68,12,8974.2001953125
68,13,8455.0
68,19,3570.60009765625
68,20,1946.5
68,22,1136.699951171875
68,24,9842.5
68,31,8078.89990234375
68,32,3203.800048828125
68,36,6088.2001953125
68,37,7410.2001953125
68,39,4384.10009765625
68,40,7927.89990234375
68,42,8927.099609375
68,47,9057.5
68,54,7624.60009765625
68,57,4701.7998046875
68,61,6939.7998046875
68,63,10548.400390625
68,67,5347.0
68,69,8353.7998046875
68,70,8461.2001953125
68,71,3909.39990234375
68,72,5058.5
68,73,10037.400390625
68,74,5314.7998046875
68,75,10043.2001953125
68,94,6055.60009765625
68,95,9892.099609375
68,96,3921.0
68,97,6140.7001953125
68,98,653.5999755859375
68,99,10833.7001953125
68,102,5074.10009765625
68,103,3211.89990234375
68,111,8468.7001953125
68,113,6685.7001953125
68,115,5364.2001953125
68,116,7646.5
68,117,5734.39990234375
